date,station_code,station_name,hour,passenger_count,platform_capacity,utilization,crowd_level,day_of_week
2026-03-03,BL,Valsad,15,903,1500,0.602,Moderate,1
2026-03-03,BL,Valsad,16,935,1500,0.623,Moderate,1
2026-03-03,BL,Valsad,17,1929,1500,1.286,Critical,1
2026-03-03,BL,Valsad,18,1728,1500,1.152,Critical,1
2026-03-03,BL,Valsad,19,1814,1500,1.209,Critical,1
2026-03-03,BL,Valsad,20,923,1500,0.615,Moderate,1
2026-03-03,BL,Valsad,21,644,1500,0.429,Moderate,1
2026-03-03,BL,Valsad,22,814,1500,0.543,Moderate,1
2026-03-03,BL,Valsad,23,644,1500,0.429,Moderate,1
2026-03-03,ST,Surat,0,915,3000,0.305,Low,1
2026-03-03,ST,Surat,1,935,3000,0.312,Low,1
2026-03-03,ST,Surat,2,674,3000,0.225,Low,1
2026-03-03,ST,Surat,3,990,3000,0.33,Low,1
2026-03-03,ST,Surat,4,846,3000,0.282,Low,1
2026-03-03,ST,Surat,5,3289,3000,1.096,Critical,1
2026-03-03,ST,Surat,6,3473,3000,1.158,Critical,1
2026-03-03,ST,Surat,7,9118,3000,3.039,Critical,1
2026-03-03,ST,Surat,8,6945,3000,2.315,Critical,1
2026-03-03,ST,Surat,9,10172,3000,3.391,Critical,1
2026-03-03,ST,Surat,10,5323,3000,1.774,Critical,1
2026-03-03,ST,Surat,11,5454,3000,1.818,Critical,1
2026-03-03,ST,Surat,12,3248,3000,1.083,Critical,1
2026-03-03,ST,Surat,13,4667,3000,1.556,Critical,1
2026-03-03,ST,Surat,14,4058,3000,1.353,Critical,1
2026-03-03,ST,Surat,15,5441,3000,1.814,Critical,1
2026-03-03,ST,Surat,16,5703,3000,1.901,Critical,1
2026-03-03,ST,Surat,17,7603,3000,2.534,Critical,1
2026-03-03,ST,Surat,18,12333,3000,4.111,Critical,1
2026-03-03,ST,Surat,19,11505,3000,3.835,Critical,1
2026-03-03,ST,Surat,20,6456,3000,2.152,Critical,1
2026-03-03,ST,Surat,21,4979,3000,1.66,Critical,1
2026-03-03,ST,Surat,22,4645,3000,1.548,Critical,1
2026-03-03,ST,Surat,23,2933,3000,0.978,Critical,1
2026-03-03,BRC,Vadodara Junction,0,1196,3500,0.342,Low,1
2026-03-03,BRC,Vadodara Junction,1,807,3500,0.231,Low,1
2026-03-03,BRC,Vadodara Junction,2,665,3500,0.19,Low,1
2026-03-03,BRC,Vadodara Junction,3,569,3500,0.163,Low,1
2026-03-03,BRC,Vadodara Junction,4,661,3500,0.189,Low,1
2026-03-03,BRC,Vadodara Junction,5,4004,3500,1.144,Critical,1
2026-03-03,BRC,Vadodara Junction,6,4385,3500,1.253,Critical,1
2026-03-03,BRC,Vadodara Junction,7,10888,3500,3.111,Critical,1
2026-03-03,BRC,Vadodara Junction,8,7218,3500,2.062,Critical,1
2026-03-03,BRC,Vadodara Junction,9,6319,3500,1.805,Critical,1
2026-03-03,BRC,Vadodara Junction,10,6374,3500,1.821,Critical,1
2026-03-03,BRC,Vadodara Junction,11,3982,3500,1.138,Critical,1
2026-03-03,BRC,Vadodara Junction,12,3421,3500,0.977,Critical,1
2026-03-03,BRC,Vadodara Junction,13,4099,3500,1.171,Critical,1
2026-03-03,BRC,Vadodara Junction,14,2832,3500,0.809,High,1
2026-03-03,BRC,Vadodara Junction,15,5056,3500,1.445,Critical,1
2026-03-03,BRC,Vadodara Junction,16,5465,3500,1.561,Critical,1
2026-03-03,BRC,Vadodara Junction,17,9882,3500,2.823,Critical,1
2026-03-03,BRC,Vadodara Junction,18,10688,3500,3.054,Critical,1
2026-03-03,BRC,Vadodara Junction,19,11581,3500,3.309,Critical,1
2026-03-03,BRC,Vadodara Junction,20,4473,3500,1.278,Critical,1
2026-03-03,BRC,Vadodara Junction,21,4498,3500,1.285,Critical,1
2026-03-03,BRC,Vadodara Junction,22,3471,3500,0.992,Critical,1
2026-03-03,BRC,Vadodara Junction,23,3638,3500,1.039,Critical,1
2026-03-03,RTM,Ratlam Junction,0,240,2500,0.096,Low,1
2026-03-03,RTM,Ratlam Junction,1,245,2500,0.098,Low,1
2026-03-03,RTM,Ratlam Junction,2,336,2500,0.134,Low,1
2026-03-03,RTM,Ratlam Junction,3,202,2500,0.081,Low,1
2026-03-03,RTM,Ratlam Junction,4,408,2500,0.163,Low,1
2026-03-03,RTM,Ratlam Junction,5,1311,2500,0.524,Moderate,1
2026-03-03,RTM,Ratlam Junction,6,1595,2500,0.638,Moderate,1
2026-03-03,RTM,Ratlam Junction,7,3178,2500,1.271,Critical,1
2026-03-03,RTM,Ratlam Junction,8,4272,2500,1.709,Critical,1
2026-03-03,RTM,Ratlam Junction,9,3383,2500,1.353,Critical,1
2026-03-03,RTM,Ratlam Junction,10,2521,2500,1.008,Critical,1
2026-03-03,RTM,Ratlam Junction,11,1974,2500,0.79,High,1
2026-03-03,RTM,Ratlam Junction,12,1544,2500,0.618,Moderate,1
2026-03-03,RTM,Ratlam Junction,13,1297,2500,0.519,Moderate,1
2026-03-03,RTM,Ratlam Junction,14,1410,2500,0.564,Moderate,1
2026-03-03,RTM,Ratlam Junction,15,2017,2500,0.807,High,1
2026-03-03,RTM,Ratlam Junction,16,2119,2500,0.848,High,1
2026-03-03,RTM,Ratlam Junction,17,4419,2500,1.768,Critical,1
2026-03-03,RTM,Ratlam Junction,18,2849,2500,1.14,Critical,1
2026-03-03,RTM,Ratlam Junction,19,3240,2500,1.296,Critical,1
2026-03-03,RTM,Ratlam Junction,20,2274,2500,0.91,Critical,1
2026-03-03,RTM,Ratlam Junction,21,2082,2500,0.833,High,1
2026-03-03,RTM,Ratlam Junction,22,1605,2500,0.642,Moderate,1
2026-03-03,RTM,Ratlam Junction,23,1540,2500,0.616,Moderate,1
2026-03-03,KOTA,Kota Junction,0,527,3000,0.176,Low,1
2026-03-03,KOTA,Kota Junction,1,284,3000,0.095,Low,1
2026-03-03,KOTA,Kota Junction,2,348,3000,0.116,Low,1
2026-03-03,KOTA,Kota Junction,3,612,3000,0.204,Low,1
2026-03-03,KOTA,Kota Junction,4,219,3000,0.073,Low,1
2026-03-03,KOTA,Kota Junction,5,2701,3000,0.9,Critical,1
2026-03-03,KOTA,Kota Junction,6,1865,3000,0.622,Moderate,1
2026-03-03,KOTA,Kota Junction,7,5557,3000,1.852,Critical,1
2026-03-03,KOTA,Kota Junction,8,6479,3000,2.16,Critical,1
2026-03-03,KOTA,Kota Junction,9,4291,3000,1.43,Critical,1
2026-03-03,KOTA,Kota Junction,10,2260,3000,0.753,High,1
2026-03-03,KOTA,Kota Junction,11,2542,3000,0.847,High,1
2026-03-03,KOTA,Kota Junction,12,2154,3000,0.718,High,1
2026-03-03,KOTA,Kota Junction,13,1442,3000,0.481,Moderate,1
2026-03-03,KOTA,Kota Junction,14,2100,3000,0.7,Moderate,1
2026-03-03,KOTA,Kota Junction,15,4262,3000,1.421,Critical,1
2026-03-03,KOTA,Kota Junction,16,3969,3000,1.323,Critical,1
2026-03-03,KOTA,Kota Junction,17,5070,3000,1.69,Critical,1
2026-03-03,KOTA,Kota Junction,18,5350,3000,1.783,Critical,1
2026-03-03,KOTA,Kota Junction,19,6202,3000,2.067,Critical,1
2026-03-03,KOTA,Kota Junction,20,3770,3000,1.257,Critical,1
2026-03-03,KOTA,Kota Junction,21,2830,3000,0.943,Critical,1
2026-03-03,KOTA,Kota Junction,22,2726,3000,0.909,Critical,1
2026-03-03,KOTA,Kota Junction,23,2018,3000,0.673,Moderate,1
2026-03-03,SWM,Sawai Madhopur,0,208,2000,0.104,Low,1
2026-03-03,SWM,Sawai Madhopur,1,228,2000,0.114,Low,1
2026-03-03,SWM,Sawai Madhopur,2,118,2000,0.059,Low,1
2026-03-03,SWM,Sawai Madhopur,3,118,2000,0.059,Low,1
2026-03-03,SWM,Sawai Madhopur,4,150,2000,0.075,Low,1
2026-03-03,SWM,Sawai Madhopur,5,652,2000,0.326,Low,1
2026-03-03,SWM,Sawai Madhopur,6,800,2000,0.4,Low,1
2026-03-03,SWM,Sawai Madhopur,7,1962,2000,0.981,Critical,1
2026-03-03,SWM,Sawai Madhopur,8,2806,2000,1.403,Critical,1
2026-03-03,SWM,Sawai Madhopur,9,2676,2000,1.338,Critical,1
2026-03-03,SWM,Sawai Madhopur,10,1426,2000,0.713,High,1
2026-03-03,SWM,Sawai Madhopur,11,1110,2000,0.555,Moderate,1
2026-03-03,SWM,Sawai Madhopur,12,1038,2000,0.519,Moderate,1
2026-03-03,SWM,Sawai Madhopur,13,798,2000,0.399,Low,1
2026-03-03,SWM,Sawai Madhopur,14,1098,2000,0.549,Moderate,1
2026-03-03,SWM,Sawai Madhopur,15,1029,2000,0.514,Moderate,1
2026-03-03,SWM,Sawai Madhopur,16,967,2000,0.483,Moderate,1
2026-03-03,SWM,Sawai Madhopur,17,2013,2000,1.006,Critical,1
2026-03-03,SWM,Sawai Madhopur,18,2698,2000,1.349,Critical,1
2026-03-03,SWM,Sawai Madhopur,19,1512,2000,0.756,High,1
2026-03-03,SWM,Sawai Madhopur,20,1638,2000,0.819,High,1
2026-03-03,SWM,Sawai Madhopur,21,1311,2000,0.655,Moderate,1
2026-03-03,SWM,Sawai Madhopur,22,933,2000,0.467,Moderate,1
2026-03-03,SWM,Sawai Madhopur,23,856,2000,0.428,Moderate,1
2026-03-03,MTJ,Mathura Junction,0,345,3000,0.115,Low,1
2026-03-03,MTJ,Mathura Junction,1,514,3000,0.171,Low,1
2026-03-03,MTJ,Mathura Junction,2,609,3000,0.203,Low,1
2026-03-03,MTJ,Mathura Junction,3,573,3000,0.191,Low,1
2026-03-03,MTJ,Mathura Junction,4,644,3000,0.215,Low,1
2026-03-03,MTJ,Mathura Junction,5,2623,3000,0.874,High,1
2026-03-03,MTJ,Mathura Junction,6,1774,3000,0.591,Moderate,1
2026-03-03,MTJ,Mathura Junction,7,6308,3000,2.103,Critical,1
2026-03-03,MTJ,Mathura Junction,8,8225,3000,2.742,Critical,1
2026-03-03,MTJ,Mathura Junction,9,5648,3000,1.883,Critical,1
2026-03-03,MTJ,Mathura Junction,10,3168,3000,1.056,Critical,1
2026-03-03,MTJ,Mathura Junction,11,2719,3000,0.906,Critical,1
2026-03-03,MTJ,Mathura Junction,12,1986,3000,0.662,Moderate,1
2026-03-03,MTJ,Mathura Junction,13,2306,3000,0.769,High,1
2026-03-03,MTJ,Mathura Junction,14,2715,3000,0.905,Critical,1
2026-03-03,MTJ,Mathura Junction,15,3754,3000,1.251,Critical,1
2026-03-03,MTJ,Mathura Junction,16,3221,3000,1.074,Critical,1
2026-03-03,MTJ,Mathura Junction,17,9291,3000,3.097,Critical,1
2026-03-03,MTJ,Mathura Junction,18,7965,3000,2.655,Critical,1
2026-03-03,MTJ,Mathura Junction,19,4194,3000,1.398,Critical,1
2026-03-03,MTJ,Mathura Junction,20,3206,3000,1.069,Critical,1
2026-03-03,MTJ,Mathura Junction,21,4105,3000,1.368,Critical,1
2026-03-03,MTJ,Mathura Junction,22,1635,3000,0.545,Moderate,1
2026-03-03,MTJ,Mathura Junction,23,2278,3000,0.759,High,1
2026-03-03,NDLS,New Delhi,0,2450,8000,0.306,Low,1
2026-03-03,NDLS,New Delhi,1,3742,8000,0.468,Moderate,1
2026-03-03,NDLS,New Delhi,2,3311,8000,0.414,Moderate,1
2026-03-03,NDLS,New Delhi,3,5210,8000,0.651,Moderate,1
2026-03-03,NDLS,New Delhi,4,5141,8000,0.643,Moderate,1
2026-03-03,NDLS,New Delhi,5,16599,8000,2.075,Critical,1
2026-03-03,NDLS,New Delhi,6,17650,8000,2.206,Critical,1
2026-03-03,NDLS,New Delhi,7,57775,8000,7.222,Critical,1
2026-03-03,NDLS,New Delhi,8,70838,8000,8.855,Critical,1
2026-03-03,NDLS,New Delhi,9,41524,8000,5.191,Critical,1
2026-03-03,NDLS,New Delhi,10,32233,8000,4.029,Critical,1
2026-03-03,NDLS,New Delhi,11,31266,8000,3.908,Critical,1
2026-03-03,NDLS,New Delhi,12,17025,8000,2.128,Critical,1
2026-03-03,NDLS,New Delhi,13,21324,8000,2.666,Critical,1
2026-03-03,NDLS,New Delhi,14,17895,8000,2.237,Critical,1
2026-03-03,NDLS,New Delhi,15,21281,8000,2.66,Critical,1
2026-03-03,NDLS,New Delhi,16,30444,8000,3.805,Critical,1
2026-03-03,NDLS,New Delhi,17,43394,8000,5.424,Critical,1
2026-03-03,NDLS,New Delhi,18,46330,8000,5.791,Critical,1
2026-03-03,NDLS,New Delhi,19,43759,8000,5.47,Critical,1
2026-03-03,NDLS,New Delhi,20,37671,8000,4.709,Critical,1
2026-03-03,NDLS,New Delhi,21,26776,8000,3.347,Critical,1
2026-03-03,NDLS,New Delhi,22,21365,8000,2.671,Critical,1
2026-03-03,NDLS,New Delhi,23,19873,8000,2.484,Critical,1
2026-03-03,CSMT,Mumbai CSMT,0,1870,9000,0.208,Low,1
2026-03-03,CSMT,Mumbai CSMT,1,3286,9000,0.365,Low,1
2026-03-03,CSMT,Mumbai CSMT,2,2313,9000,0.257,Low,1
2026-03-03,CSMT,Mumbai CSMT,3,3087,9000,0.343,Low,1
2026-03-03,CSMT,Mumbai CSMT,4,3598,9000,0.4,Low,1
2026-03-03,CSMT,Mumbai CSMT,5,14071,9000,1.563,Critical,1
2026-03-03,CSMT,Mumbai CSMT,6,17024,9000,1.892,Critical,1
2026-03-03,CSMT,Mumbai CSMT,7,33244,9000,3.694,Critical,1
2026-03-03,CSMT,Mumbai CSMT,8,26664,9000,2.963,Critical,1
2026-03-03,CSMT,Mumbai CSMT,9,26404,9000,2.934,Critical,1
2026-03-03,CSMT,Mumbai CSMT,10,26746,9000,2.972,Critical,1
2026-03-03,CSMT,Mumbai CSMT,11,18300,9000,2.033,Critical,1
2026-03-03,CSMT,Mumbai CSMT,12,11770,9000,1.308,Critical,1
2026-03-03,CSMT,Mumbai CSMT,13,10209,9000,1.134,Critical,1
2026-03-03,CSMT,Mumbai CSMT,14,19320,9000,2.147,Critical,1
2026-03-03,CSMT,Mumbai CSMT,15,23404,9000,2.6,Critical,1
2026-03-03,CSMT,Mumbai CSMT,16,18920,9000,2.102,Critical,1
2026-03-03,CSMT,Mumbai CSMT,17,41839,9000,4.649,Critical,1
2026-03-03,CSMT,Mumbai CSMT,18,48667,9000,5.407,Critical,1
2026-03-03,CSMT,Mumbai CSMT,19,50020,9000,5.558,Critical,1
2026-03-03,CSMT,Mumbai CSMT,20,23983,9000,2.665,Critical,1
2026-03-03,CSMT,Mumbai CSMT,21,26173,9000,2.908,Critical,1
2026-03-03,CSMT,Mumbai CSMT,22,13331,9000,1.481,Critical,1
2026-03-03,CSMT,Mumbai CSMT,23,15045,9000,1.672,Critical,1
2026-03-03,KYN,Kalyan Junction,0,724,4000,0.181,Low,1
2026-03-03,KYN,Kalyan Junction,1,922,4000,0.231,Low,1
2026-03-03,KYN,Kalyan Junction,2,527,4000,0.132,Low,1
2026-03-03,KYN,Kalyan Junction,3,614,4000,0.153,Low,1
2026-03-03,KYN,Kalyan Junction,4,860,4000,0.215,Low,1
2026-03-03,KYN,Kalyan Junction,5,3150,4000,0.787,High,1
2026-03-03,KYN,Kalyan Junction,6,4501,4000,1.125,Critical,1
2026-03-03,KYN,Kalyan Junction,7,12401,4000,3.1,Critical,1
2026-03-03,KYN,Kalyan Junction,8,15599,4000,3.9,Critical,1
2026-03-03,KYN,Kalyan Junction,9,8527,4000,2.132,Critical,1
2026-03-03,KYN,Kalyan Junction,10,6493,4000,1.623,Critical,1
2026-03-03,KYN,Kalyan Junction,11,5627,4000,1.407,Critical,1
2026-03-03,KYN,Kalyan Junction,12,3358,4000,0.84,High,1
2026-03-03,KYN,Kalyan Junction,13,4717,4000,1.179,Critical,1
2026-03-03,KYN,Kalyan Junction,14,4088,4000,1.022,Critical,1
2026-03-03,KYN,Kalyan Junction,15,6882,4000,1.72,Critical,1
2026-03-03,KYN,Kalyan Junction,16,6480,4000,1.62,Critical,1
2026-03-03,KYN,Kalyan Junction,17,15563,4000,3.891,Critical,1
2026-03-03,KYN,Kalyan Junction,18,10452,4000,2.613,Critical,1
2026-03-03,KYN,Kalyan Junction,19,17059,4000,4.265,Critical,1
2026-03-03,KYN,Kalyan Junction,20,5977,4000,1.494,Critical,1
2026-03-03,KYN,Kalyan Junction,21,6298,4000,1.575,Critical,1
2026-03-03,KYN,Kalyan Junction,22,4370,4000,1.093,Critical,1
2026-03-03,KYN,Kalyan Junction,23,4663,4000,1.166,Critical,1
2026-03-03,NMD,Nashik Road,0,146,2000,0.073,Low,1
2026-03-03,NMD,Nashik Road,1,415,2000,0.207,Low,1
2026-03-03,NMD,Nashik Road,2,211,2000,0.105,Low,1
2026-03-03,NMD,Nashik Road,3,317,2000,0.159,Low,1
2026-03-03,NMD,Nashik Road,4,271,2000,0.136,Low,1
2026-03-03,NMD,Nashik Road,5,2062,2000,1.031,Critical,1
2026-03-03,NMD,Nashik Road,6,1729,2000,0.865,High,1
2026-03-03,NMD,Nashik Road,7,3268,2000,1.634,Critical,1
2026-03-03,NMD,Nashik Road,8,3707,2000,1.853,Critical,1
2026-03-03,NMD,Nashik Road,9,3123,2000,1.562,Critical,1
2026-03-03,NMD,Nashik Road,10,3003,2000,1.502,Critical,1
2026-03-03,NMD,Nashik Road,11,2471,2000,1.236,Critical,1
2026-03-03,NMD,Nashik Road,12,1610,2000,0.805,High,1
2026-03-03,NMD,Nashik Road,13,1525,2000,0.762,High,1
2026-03-03,NMD,Nashik Road,14,1733,2000,0.867,High,1
2026-03-03,NMD,Nashik Road,15,2524,2000,1.262,Critical,1
2026-03-03,NMD,Nashik Road,16,1722,2000,0.861,High,1
2026-03-03,NMD,Nashik Road,17,6604,2000,3.302,Critical,1
2026-03-03,NMD,Nashik Road,18,3600,2000,1.8,Critical,1
2026-03-03,NMD,Nashik Road,19,3245,2000,1.623,Critical,1
2026-03-03,NMD,Nashik Road,20,2390,2000,1.195,Critical,1
2026-03-03,NMD,Nashik Road,21,2183,2000,1.091,Critical,1
2026-03-03,NMD,Nashik Road,22,1416,2000,0.708,High,1
2026-03-03,NMD,Nashik Road,23,1525,2000,0.762,High,1
2026-03-03,MMR,Manmad Junction,0,145,2500,0.058,Low,1
2026-03-03,MMR,Manmad Junction,1,149,2500,0.06,Low,1
2026-03-03,MMR,Manmad Junction,2,238,2500,0.095,Low,1
2026-03-03,MMR,Manmad Junction,3,189,2500,0.076,Low,1
2026-03-03,MMR,Manmad Junction,4,263,2500,0.105,Low,1
2026-03-03,MMR,Manmad Junction,5,1064,2500,0.426,Moderate,1
2026-03-03,MMR,Manmad Junction,6,1255,2500,0.502,Moderate,1
2026-03-03,MMR,Manmad Junction,7,2665,2500,1.066,Critical,1
2026-03-03,MMR,Manmad Junction,8,3674,2500,1.47,Critical,1
2026-03-03,MMR,Manmad Junction,9,3065,2500,1.226,Critical,1
2026-03-03,MMR,Manmad Junction,10,2277,2500,0.911,Critical,1
2026-03-03,MMR,Manmad Junction,11,1978,2500,0.791,High,1
2026-03-03,MMR,Manmad Junction,12,1060,2500,0.424,Moderate,1
2026-03-03,MMR,Manmad Junction,13,1652,2500,0.661,Moderate,1
2026-03-03,MMR,Manmad Junction,14,1041,2500,0.416,Moderate,1
2026-03-03,MMR,Manmad Junction,15,2241,2500,0.896,High,1
2026-03-03,MMR,Manmad Junction,16,1876,2500,0.75,High,1
2026-03-03,MMR,Manmad Junction,17,3557,2500,1.423,Critical,1
2026-03-03,MMR,Manmad Junction,18,4717,2500,1.887,Critical,1
2026-03-03,MMR,Manmad Junction,19,4117,2500,1.647,Critical,1
2026-03-03,MMR,Manmad Junction,20,2298,2500,0.919,Critical,1
2026-03-03,MMR,Manmad Junction,21,1862,2500,0.745,High,1
2026-03-03,MMR,Manmad Junction,22,1115,2500,0.446,Moderate,1
2026-03-03,MMR,Manmad Junction,23,1098,2500,0.439,Moderate,1
2026-03-03,BSL,Bhusawal Junction,0,351,3000,0.117,Low,1
2026-03-03,BSL,Bhusawal Junction,1,246,3000,0.082,Low,1
2026-03-03,BSL,Bhusawal Junction,2,358,3000,0.119,Low,1
2026-03-03,BSL,Bhusawal Junction,3,391,3000,0.13,Low,1
2026-03-03,BSL,Bhusawal Junction,4,320,3000,0.107,Low,1
2026-03-03,BSL,Bhusawal Junction,5,2112,3000,0.704,High,1
2026-03-03,BSL,Bhusawal Junction,6,2109,3000,0.703,High,1
2026-03-03,BSL,Bhusawal Junction,7,5376,3000,1.792,Critical,1
2026-03-03,BSL,Bhusawal Junction,8,4365,3000,1.455,Critical,1
2026-03-03,BSL,Bhusawal Junction,9,5755,3000,1.918,Critical,1
2026-03-03,BSL,Bhusawal Junction,10,3182,3000,1.061,Critical,1
2026-03-03,BSL,Bhusawal Junction,11,2691,3000,0.897,High,1
2026-03-03,BSL,Bhusawal Junction,12,1793,3000,0.598,Moderate,1
2026-03-03,BSL,Bhusawal Junction,13,1583,3000,0.528,Moderate,1
2026-03-03,BSL,Bhusawal Junction,14,1710,3000,0.57,Moderate,1
2026-03-03,BSL,Bhusawal Junction,15,2353,3000,0.784,High,1
2026-03-03,BSL,Bhusawal Junction,16,3589,3000,1.196,Critical,1
2026-03-03,BSL,Bhusawal Junction,17,4747,3000,1.582,Critical,1
2026-03-03,BSL,Bhusawal Junction,18,4189,3000,1.396,Critical,1
2026-03-03,BSL,Bhusawal Junction,19,4312,3000,1.437,Critical,1
2026-03-03,BSL,Bhusawal Junction,20,2508,3000,0.836,High,1
2026-03-03,BSL,Bhusawal Junction,21,2919,3000,0.973,Critical,1
2026-03-03,BSL,Bhusawal Junction,22,1778,3000,0.593,Moderate,1
2026-03-03,BSL,Bhusawal Junction,23,1751,3000,0.584,Moderate,1
2026-03-03,ET,Itarsi Junction,0,156,3500,0.045,Low,1
2026-03-03,ET,Itarsi Junction,1,533,3500,0.152,Low,1
2026-03-03,ET,Itarsi Junction,2,275,3500,0.079,Low,1
2026-03-03,ET,Itarsi Junction,3,332,3500,0.095,Low,1
2026-03-03,ET,Itarsi Junction,4,258,3500,0.074,Low,1
2026-03-03,ET,Itarsi Junction,5,2210,3500,0.631,Moderate,1
2026-03-03,ET,Itarsi Junction,6,1371,3500,0.392,Low,1
2026-03-03,ET,Itarsi Junction,7,3190,3500,0.911,Critical,1
2026-03-03,ET,Itarsi Junction,8,3862,3500,1.103,Critical,1
2026-03-03,ET,Itarsi Junction,9,3608,3500,1.031,Critical,1
2026-03-03,ET,Itarsi Junction,10,3181,3500,0.909,Critical,1
2026-03-03,ET,Itarsi Junction,11,2417,3500,0.691,Moderate,1
2026-03-03,ET,Itarsi Junction,12,1893,3500,0.541,Moderate,1
2026-03-03,ET,Itarsi Junction,13,2124,3500,0.607,Moderate,1
2026-03-03,ET,Itarsi Junction,14,1483,3500,0.424,Moderate,1
2026-03-03,ET,Itarsi Junction,15,3431,3500,0.98,Critical,1
2026-03-03,ET,Itarsi Junction,16,3194,3500,0.913,Critical,1
2026-03-03,ET,Itarsi Junction,17,4364,3500,1.247,Critical,1
2026-03-03,ET,Itarsi Junction,18,4785,3500,1.367,Critical,1
2026-03-03,ET,Itarsi Junction,19,4903,3500,1.401,Critical,1
2026-03-03,ET,Itarsi Junction,20,2486,3500,0.71,High,1
2026-03-03,ET,Itarsi Junction,21,2552,3500,0.729,High,1
2026-03-03,ET,Itarsi Junction,22,1528,3500,0.437,Moderate,1
2026-03-03,ET,Itarsi Junction,23,1804,3500,0.515,Moderate,1
2026-03-03,BPL,Bhopal Junction,0,619,3000,0.206,Low,1
2026-03-03,BPL,Bhopal Junction,1,997,3000,0.332,Low,1
2026-03-03,BPL,Bhopal Junction,2,345,3000,0.115,Low,1
2026-03-03,BPL,Bhopal Junction,3,362,3000,0.121,Low,1
2026-03-03,BPL,Bhopal Junction,4,339,3000,0.113,Low,1
2026-03-03,BPL,Bhopal Junction,5,2801,3000,0.934,Critical,1
2026-03-03,BPL,Bhopal Junction,6,3019,3000,1.006,Critical,1
2026-03-03,BPL,Bhopal Junction,7,8082,3000,2.694,Critical,1
2026-03-03,BPL,Bhopal Junction,8,7035,3000,2.345,Critical,1
2026-03-03,BPL,Bhopal Junction,9,7770,3000,2.59,Critical,1
2026-03-03,BPL,Bhopal Junction,10,5178,3000,1.726,Critical,1
2026-03-03,BPL,Bhopal Junction,11,5405,3000,1.802,Critical,1
2026-03-03,BPL,Bhopal Junction,12,2432,3000,0.811,High,1
2026-03-03,BPL,Bhopal Junction,13,2880,3000,0.96,Critical,1
2026-03-03,BPL,Bhopal Junction,14,2789,3000,0.93,Critical,1
2026-03-03,BPL,Bhopal Junction,15,4051,3000,1.35,Critical,1
2026-03-03,BPL,Bhopal Junction,16,5046,3000,1.682,Critical,1
2026-03-03,BPL,Bhopal Junction,17,6534,3000,2.178,Critical,1
2026-03-03,BPL,Bhopal Junction,18,10578,3000,3.526,Critical,1
2026-03-03,BPL,Bhopal Junction,19,9667,3000,3.222,Critical,1
2026-03-03,BPL,Bhopal Junction,20,3330,3000,1.11,Critical,1
2026-03-03,BPL,Bhopal Junction,21,5324,3000,1.775,Critical,1
2026-03-03,BPL,Bhopal Junction,22,2294,3000,0.765,High,1
2026-03-03,BPL,Bhopal Junction,23,3850,3000,1.283,Critical,1
2026-03-03,JHS,Jhansi Junction,0,379,4000,0.095,Low,1
2026-03-03,JHS,Jhansi Junction,1,293,4000,0.073,Low,1
2026-03-03,JHS,Jhansi Junction,2,344,4000,0.086,Low,1
2026-03-03,JHS,Jhansi Junction,3,299,4000,0.075,Low,1
2026-03-03,JHS,Jhansi Junction,4,657,4000,0.164,Low,1
2026-03-03,JHS,Jhansi Junction,5,1962,4000,0.49,Moderate,1
2026-03-03,JHS,Jhansi Junction,6,2277,4000,0.569,Moderate,1
2026-03-03,JHS,Jhansi Junction,7,6266,4000,1.567,Critical,1
2026-03-03,JHS,Jhansi Junction,8,4478,4000,1.119,Critical,1
2026-03-03,JHS,Jhansi Junction,9,7239,4000,1.81,Critical,1
2026-03-03,JHS,Jhansi Junction,10,3607,4000,0.902,Critical,1
2026-03-03,JHS,Jhansi Junction,11,3672,4000,0.918,Critical,1
2026-03-03,JHS,Jhansi Junction,12,2876,4000,0.719,High,1
2026-03-03,JHS,Jhansi Junction,13,1999,4000,0.5,Moderate,1
2026-03-03,JHS,Jhansi Junction,14,2196,4000,0.549,Moderate,1
2026-03-03,JHS,Jhansi Junction,15,3307,4000,0.827,High,1
2026-03-03,JHS,Jhansi Junction,16,2756,4000,0.689,Moderate,1
2026-03-03,JHS,Jhansi Junction,17,5780,4000,1.445,Critical,1
2026-03-03,JHS,Jhansi Junction,18,6400,4000,1.6,Critical,1
2026-03-03,JHS,Jhansi Junction,19,6699,4000,1.675,Critical,1
2026-03-03,JHS,Jhansi Junction,20,4251,4000,1.063,Critical,1
2026-03-03,JHS,Jhansi Junction,21,4870,4000,1.218,Critical,1
2026-03-03,JHS,Jhansi Junction,22,2382,4000,0.596,Moderate,1
2026-03-03,JHS,Jhansi Junction,23,1659,4000,0.415,Moderate,1
2026-03-03,GWL,Gwalior Junction,0,216,2500,0.086,Low,1
2026-03-03,GWL,Gwalior Junction,1,306,2500,0.122,Low,1
2026-03-03,GWL,Gwalior Junction,2,244,2500,0.098,Low,1
2026-03-03,GWL,Gwalior Junction,3,405,2500,0.162,Low,1
2026-03-03,GWL,Gwalior Junction,4,337,2500,0.135,Low,1
2026-03-03,GWL,Gwalior Junction,5,1626,2500,0.65,Moderate,1
2026-03-03,GWL,Gwalior Junction,6,1756,2500,0.702,High,1
2026-03-03,GWL,Gwalior Junction,7,3481,2500,1.392,Critical,1
2026-03-03,GWL,Gwalior Junction,8,4750,2500,1.9,Critical,1
